time,value
"2020-01-05T14:00:00.000Z",401.8337
"2020-01-05T14:15:00.000Z",380.3382
"2020-01-05T14:30:00.000Z",355.772
"2020-01-05T14:45:00.000Z",325.5028
"2020-01-05T15:00:00.000Z",294.795
"2020-01-05T15:15:00.000Z",225.0444
"2020-01-05T15:30:00.000Z",184.6856
"2020-01-05T15:45:00.000Z",141.6946
"2020-01-05T16:00:00.000Z",100.8971
"2020-01-05T16:15:00.000Z",64.4864
"2020-01-05T16:30:00.000Z",35.0946
"2020-01-05T16:45:00.000Z",17.1086
"2020-01-05T17:00:00.000Z",3.9481
"2020-01-05T17:15:00.000Z",11.8444
"2020-01-05T17:30:00.000Z",0
"2020-01-05T17:45:00.000Z",0
"2020-01-05T18:00:00.000Z",0
"2020-01-05T18:15:00.000Z",0
"2020-01-05T18:30:00.000Z",0
"2020-01-05T18:45:00.000Z",0
"2020-01-05T19:00:00.000Z",0
"2020-01-05T19:15:00.000Z",0
"2020-01-05T19:30:00.000Z",0
"2020-01-05T19:45:00.000Z",0
"2020-01-05T20:00:00.000Z",0
"2020-01-05T20:15:00.000Z",0
"2020-01-05T20:30:00.000Z",0
"2020-01-05T20:45:00.000Z",0
"2020-01-05T21:00:00.000Z",0
"2020-01-05T21:15:00.000Z",0
"2020-01-05T21:30:00.000Z",0
"2020-01-05T21:45:00.000Z",0
"2020-01-05T22:00:00.000Z",0
"2020-01-05T22:15:00.000Z",0
"2020-01-05T22:30:00.000Z",0
"2020-01-05T22:45:00.000Z",0
"2020-01-05T23:00:00.000Z",0
"2020-01-05T23:15:00.000Z",0
"2020-01-05T23:30:00.000Z",0
"2020-01-05T23:45:00.000Z",0
"2020-01-06T00:00:00.000Z",0
"2020-01-06T00:15:00.000Z",0
"2020-01-06T00:30:00.000Z",0
"2020-01-06T00:45:00.000Z",0
"2020-01-06T01:00:00.000Z",0
"2020-01-06T01:15:00.000Z",0
"2020-01-06T01:30:00.000Z",0
"2020-01-06T01:45:00.000Z",0
"2020-01-06T02:00:00.000Z",0
"2020-01-06T02:15:00.000Z",0
"2020-01-06T02:30:00.000Z",0
"2020-01-06T02:45:00.000Z",0
"2020-01-06T03:00:00.000Z",0
"2020-01-06T03:15:00.000Z",0
"2020-01-06T03:30:00.000Z",0
"2020-01-06T03:45:00.000Z",0
"2020-01-06T04:00:00.000Z",0
"2020-01-06T04:15:00.000Z",0
"2020-01-06T04:30:00.000Z",0
"2020-01-06T04:45:00.000Z",0
"2020-01-06T05:00:00.000Z",0
"2020-01-06T05:15:00.000Z",0
"2020-01-06T05:30:00.000Z",0
"2020-01-06T05:45:00.000Z",0
"2020-01-06T06:00:00.000Z",0
"2020-01-06T06:15:00.000Z",0
"2020-01-06T06:30:00.000Z",0
"2020-01-06T06:45:00.000Z",0
"2020-01-06T07:00:00.000Z",0
"2020-01-06T07:15:00.000Z",0
"2020-01-06T07:30:00.000Z",3.5095
"2020-01-06T07:45:00.000Z",21.0568
"2020-01-06T08:00:00.000Z",38.6041
"2020-01-06T08:15:00.000Z",48.6938
"2020-01-06T08:30:00.000Z",57.4675
"2020-01-06T08:45:00.000Z",56.5901
"2020-01-06T09:00:00.000Z",107.916
"2020-01-06T09:15:00.000Z",117.1284
"2020-01-06T09:30:00.000Z",110.9868
"2020-01-06T09:45:00.000Z",152.6617
"2020-01-06T10:00:00.000Z",128.0955
"2020-01-06T10:15:00.000Z",146.0815
"2020-01-06T10:30:00.000Z",175.9119
"2020-01-06T10:45:00.000Z",204.4263
"2020-01-06T11:00:00.000Z",179.8601
"2020-01-06T11:15:00.000Z",563.7077
"2020-01-06T11:30:00.000Z",197.4074
"2020-01-06T11:45:00.000Z",225.9218
"2020-01-06T12:00:00.000Z",192.5819
"2020-01-06T12:15:00.000Z",199.6008
"2020-01-06T12:30:00.000Z",239.521
"2020-01-06T12:45:00.000Z",215.3934
"2020-01-06T13:00:00.000Z",629.9489
"2020-01-06T13:15:00.000Z",269.7901
"2020-01-06T13:30:00.000Z",323.3094
"2020-01-06T13:45:00.000Z",154.4164
"2020-01-06T14:00:00.000Z",147.8362
"2020-01-06T14:15:00.000Z",169.7703
"2020-01-06T14:30:00.000Z",121.9539
"2020-01-06T14:45:00.000Z",164.0675
"2020-01-06T15:00:00.000Z",140.3786
"2020-01-06T15:15:00.000Z",101.7745
"2020-01-06T15:30:00.000Z",85.1045
"2020-01-06T15:45:00.000Z",94.3169
"2020-01-06T16:00:00.000Z",70.628
"2020-01-06T16:15:00.000Z",43.8683
"2020-01-06T16:30:00.000Z",31.1465
"2020-01-06T16:45:00.000Z",21.0568
"2020-01-06T17:00:00.000Z",9.651
"2020-01-06T17:15:00.000Z",7.8963
"2020-01-06T17:30:00.000Z",0
"2020-01-06T17:45:00.000Z",0
"2020-01-06T18:00:00.000Z",0
"2020-01-06T18:15:00.000Z",0
"2020-01-06T18:30:00.000Z",0
"2020-01-06T18:45:00.000Z",0
"2020-01-06T19:00:00.000Z",0
"2020-01-06T19:15:00.000Z",0
"2020-01-06T19:30:00.000Z",0
"2020-01-06T19:45:00.000Z",0
"2020-01-06T20:00:00.000Z",0
"2020-01-06T20:15:00.000Z",0
"2020-01-06T20:30:00.000Z",0
"2020-01-06T20:45:00.000Z",0
"2020-01-06T21:00:00.000Z",0
"2020-01-06T21:15:00.000Z",0
"2020-01-06T21:30:00.000Z",0
"2020-01-06T21:45:00.000Z",0
"2020-01-06T22:00:00.000Z",0
"2020-01-06T22:15:00.000Z",0
"2020-01-06T22:30:00.000Z",0
"2020-01-06T22:45:00.000Z",0
"2020-01-06T23:00:00.000Z",0
"2020-01-06T23:15:00.000Z",0
"2020-01-06T23:30:00.000Z",0
"2020-01-06T23:45:00.000Z",0
"2020-01-07T00:00:00.000Z",0
"2020-01-07T00:15:00.000Z",0
"2020-01-07T00:30:00.000Z",0
"2020-01-07T00:45:00.000Z",0
"2020-01-07T01:00:00.000Z",0
"2020-01-07T01:15:00.000Z",0
"2020-01-07T01:30:00.000Z",0
"2020-01-07T01:45:00.000Z",0
"2020-01-07T02:00:00.000Z",0
"2020-01-07T02:15:00.000Z",0
"2020-01-07T02:30:00.000Z",0
"2020-01-07T02:45:00.000Z",0
"2020-01-07T03:00:00.000Z",0
"2020-01-07T03:15:00.000Z",0
